"word","translation_hy","translation_ru","level","part_of_speech","frequency_rank"
"basis","( ) հիմք, բազիս, հիմունք","устои","A1","noun","553"
"turn","պտույտ, դարձ","обёртывать","A1","noun","554"
"paper","թուղթ","газета","A1","noun","555"
"income","եկամուտ","доход","A1","noun","556"
"include","ներառել, բովանդակել","состоять","A1","verb","557"
"culture","մշակույթ","просвещённость","A1","noun","558"
"w.","w.","w.","A1","noun","559"
"blood","արյուն","кровь","A1","noun","560"
"described","նկարագրել, պատկերել, բնութագրել","описать","A1","verb","561"
"private","(նաև ) ռզմ","рядовой","A1","noun","562"
"difficult","դժվար","затруднённый","A1","adjective","563"
"physical","ֆիզիկական","физический","A1","adjective","564"
"nor","ոչ","равно","A1","conjunction","565"
"range","շարք, շարան","круг","A1","noun","566"
"gave","տալ, շնորհել, վճարել","давать","A1","noun","567"
"feel","զգալ","чувствовать","A1","verb","568"
"needs","անհրաժեշտաբար","запросы","A1","adverb","569"
"activities","activities","действие","A1","noun","570"
"property","property","добро","A1","noun","571"
"return","վերադարձ, փոխհատուցում, պատասխան","возвращение","A1","noun","572"
"play","խաղալ","переливы","A1","verb","573"
"modern","ժամանակակիցմարդ","модерный","A1","noun","574"
"union","միություն, միավորում","союз","A1","noun","575"
"across","վրայով, միջով, միկողմիցմյուսը","через","A1","preposition","576"
"design","պլան, նախագիծ, ուրվագիծ","оформить","A1","noun","577"
"late","ուշ, ուշացած, հապաղած","поздно","A1","adjective","578"
"six","վեց","шестеро","A1","number","579"
"near","մոտ, մոտիկ","возле","A1","adjective","580"
"likely","հավանական","вероятный","A1","adjective","581"
"questions","հարց","расспросы","A1","noun","582"
"l","l","l","A1","noun","583"
"finally","վերջնականապես","наконец","A1","adverb","584"
"g.","g.","g.","A1","noun","585"
"soon","շուտով, կարճժամանակիցհետո, շատչանցած","сейчас","A1","adverb","586"
"organization","կազմակերպություն","организация","A1","noun","587"
"developed","developed","развитой","A1","verb","588"
"forms","ձև, ձևաթուղթ","сформировать","A1","noun","589"
"generally","սովորաբար, ընդհանրապես","вообще","A1","adverb","590"
"french","french","французский","A1","noun","591"
"today","այսօր","теперь","A1","adverb","592"
"strong","ուժեղ, պինդ, ամուր","крепко","A1","adjective","593"
"price","գին","цена","A1","noun","594"
"o","Օ, ա՜խ, ! Ա՜խ","о","A1","int","595"
"written","գրավոր, գրված","письменный","A1","adjective","596"
"particularly","խիստ, շատ, հատկապես","особенно","A1","adverb","597"
"department","բաժին (խանութում, հիմնարկում)","стол","A1","noun","598"
"military","զինվորական, ռազմական զինորականծառայություն","войсковой","A1","adjective","599"
"influence","ազդեցություն, ներգործություն","впечатление","A1","noun","600"
"building","շենք, շինություն, կառույց","здание","A1","noun","601"
"behavior","behavior","behavior","A1","noun","602"
"pressure","ճնշում (նաևփխբ","давление","A1","noun","603"
"east","Արևելք","восток","A1","noun","604"
"capital","մայրաքաղաք (նաև՝ )","столица","A1","noun","605"
"believe","հավատալ, վստահել","думать","A1","verb","606"
"outside","դրսիկողմ, արտաքինմաս","за","A1","noun","607"
"response","պատասխան, հակազդում","ответ","A1","noun","608"
"middle","մեջտեղ, կենտրոն","посредине","A1","noun","609"
"basic","հիմնական, գլխավոր, առաջնային","основный","A1","adjective","610"
"indeed","indeed","точно","A1","verb","611"
"books","գիրք","книга","A1","noun","612"
"increased","աճ, աճում","рост","A1","verb","613"
"patient","patient","больная","A1","noun","614"
"hard","պինդ, կարծր, ամուր","больно","A1","adjective","615"
"works","մեխանիզմ","завод","A1","noun","616"
"decision","որոշում, վճիռ, եզրակացություն","решение","A1","noun","617"
"makes","մակնիշ","смастерить","A1","noun","618"
"ways","ways","замашки","A1","noun","619"
"turned","պտույտ, դարձ","выточенный","A1","verb","620"
"addition","ավելացում, հավելում","дополнение","A1","noun","621"
"series","շարք, հաջորդակահություն","ряд","A1","noun","622"
"seemed","թվալ, երևալ","казаться","A1","verb","623"
"anything","որևէբան (հարց","что","A1","prn","624"
"rule","կանոն, սկզբունք","графить","A1","noun","625"
"workers","աշխատող, բանվոր","трудящийся","A1","noun","626"
"significant","կարևոր, էական","важный","A1","adjective","627"
"cells","բանտախուց","камера","A1","noun","628"
"journal","journal","журнал","A1","noun","629"
"industry","արդյունաբերություն","промышленность","A1","noun","630"
"factors","գործոն, բաղադրատարր","фактор","A1","noun","631"
"attention","ուշադրություն","внимание","A1","noun","632"
"hands","ձեռք, դաստակ","рука","A1","noun","633"
"whom","ում","whom","A1","prn","634"
"below","below","внизу","A1","noun","635"
"performance","գործողություն, արարք","игра","A1","noun","636"
"longer","longer","долее","A1","noun","637"
"p","p","p","A1","noun","638"
"methods","մեթոդ, միջոց, եղանակ","способ","A1","noun","639"
"quality","quality","качество","A1","noun","640"
"involved","բարդ, խճճված, դժվարհասկանալի","сложный","A1","adjective","641"
"simple","պարզ, հասարակ","простой","A1","adjective","642"
"says","ասել","дескать","A1","noun","643"
"moment","պահ, մոմենտ, վայրկյան","минута","A1","noun","644"
"standard","չափօրինակ, չափանմուշ, չափանիշ","типовой","A1","noun","645"
"behind","հետևը, հետևից, հետևում","за","A1","adverb","646"
"wanted","կարիք","потребность","A1","verb","647"
"son","որդի","сын","A1","noun","648"
"purpose","նպատակ, մտադրություն","цель","A1","noun","649"
"committee","կոմիտե","комиссия","A1","noun","650"
"simply","պարզապես, պարզկերպով","просто","A1","adverb","651"
"normal","բնականոն, կանոնավոր, նորմալ","нормаль","A1","adjective","652"
"needed","անհրաժետություն, կարիք, պահանջ","необходимость","A1","verb","653"
"shows","ցուցադրում, ցուցահանդես","выставка","A1","noun","654"
"job","աշխատանք, զբաղմունք, պաշտոն","место","A1","noun","655"
"relations","հարաբերություն","отношение","A1","noun","656"
"review","տեսություն, ամփոփում, ակնարկ","смотровой","A1","noun","657"
"sure","համոզված, հավատացած","конечно","A1","adjective","658"
"associated","պաշտոնակից, գործընկեր, տեղակալ","связанный","A1","verb","659"
"months","ամիս","подолгу","A1","noun","660"
"writing","ձեռագիր","письмо","A1","noun","661"
"established","ճանաչված, հաստատված, ընդունված","установленный","A1","adjective","662"
